,Injection Temp (Celsius),Growth Temp (Celsius),Metal_amount (g),Metal_mmol (mmol),Metal_concentration (mmol/g),Chalcogen_amount (g),Chalcogen_mmol (mmol),Chalcogen_concentration (mmol/g),Metal/Se_ratio,CA_amount (g),CA_mmol (mmol),Cd/CA_ratio,Amines_amount (g),Phosphines_amount (g),Phosphines_mmol (mmol),Chalcogen/Ph_ratio,S_I_amount (g),S_II_amount (g),Total_amount (g),Time_min (min),x0_cadmium acetate,x0_cadmium acetate dihtdrate,x0_cadmium acetate dihydrate,x0_cadmium oxide,x0_cadmium stearate,x0_dimethylcadmium,x1_None,x1_benzoic acid,x1_dodecylphosphonic acid,x1_ethylphosphonic acid,x1_lauric acid,x1_myrstic acid,x1_oleic acid,x1_stearic acid,x2_2-6-dimethylpyridine,x2_None,x2_aniline,x2_benzylamine,x2_dioctylamine/hexadecylamine,x2_dodecylamine,x2_heptylamine,x2_hexadecylamine,x2_octadecylamine,x2_octylamine,x2_oleylamine,x2_pyridine,x2_trioctylamine,x3_None,x3_diphenylphosphine,x3_tributylphosphine,x3_trioctylphosphine,x3_triphenylphosphine,x4_None,x4_liquid parafin,x4_octadecene,x4_phenyl ether,x4_trioctylphosphine oxide,x5_0,x5_None,x5_phosphinic acid,x5_trioctylphosphine oxide,Diameter_nm,Absorbance max (nm),PL max (nm)
161,0.142857143,0,-0.327359618,-0.443975904,-0.4,0.639344262,0.5,0.488979592,-0.6,-0.318829982,-0.318181818,0.570555556,9.622377622,1.183783784,1.466666667,-0.29684039,-0.203971119,0,-0.14741587,-0.252382768,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.34,497,None
162,0.142857143,0,-0.327359618,-0.443975904,-0.4,0.639344262,0.5,0.488979592,-0.6,-0.318829982,-0.318181818,0.570555556,9.622377622,1.183783784,1.466666667,-0.29684039,-0.203971119,0,-0.14741587,-0.24602872,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.21,557,None
163,0.142857143,0,-0.327359618,-0.443975904,-0.4,0.639344262,0.5,0.488979592,-0.6,-0.318829982,-0.318181818,0.570555556,9.622377622,1.183783784,1.466666667,-0.29684039,-0.203971119,0,-0.14741587,-0.224933283,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4.37,594,None
164,0.142857143,0,-0.327359618,-0.443975904,-0.4,0.639344262,0.5,0.488979592,-0.6,-0.318829982,-0.318181818,0.570555556,9.622377622,1.183783784,1.466666667,-0.29684039,-0.203971119,0,-0.14741587,-0.133180836,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6.04,628,None
165,-1.857142857,-5.142857143,2.581839904,1.724698795,37.4,2.590163934,1.91509434,2.069387755,-0.16,-0.402193784,-0.400826446,-0.818333333,0,1.12972973,1.397530864,0.049559141,-0.063176895,0,-0.260503371,109.5437794,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.74,422,510
166,-1.857142857,-5.142857143,2.581839904,1.724698795,37.4,2.590163934,1.91509434,1.208163265,-0.16,3.093235832,3.090909091,-0.193888889,0,1.12972973,1.397530864,0.049559141,-0.063176895,0,0.102848282,109.5437794,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.75,404,451
167,-1.857142857,-5.142857143,2.581839904,1.724698795,37.4,2.590163934,1.91509434,1.724897959,-0.16,0.643510055,2.285123967,-0.006111111,0,1.12972973,1.397530864,0.049559141,-0.063176895,0,-0.151801935,109.5437794,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.79,407,483
168,-1.857142857,-5.142857143,2.581839904,1.724698795,37.4,2.590163934,1.91509434,1.514285714,-0.16,1.47714808,2.243801653,0.006111111,0,1.12972973,1.397530864,0.049559141,-0.063176895,0,-0.065144847,109.5437794,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.71,418,530
169,-1.857142857,-5.142857143,2.581839904,1.724698795,37.4,2.590163934,1.91509434,0.980408163,-0.16,-0.402193784,-0.400826446,-0.818333333,19.86013986,1.12972973,1.397530864,0.049559141,-0.063176895,0,0.279203059,109.5437794,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.97,413,584
170,-0.238095238,-0.857142857,0.697729988,-0.239156627,1.04,-0.306557377,2.103773585,6.364081633,-0.6,-0.402193784,-0.400826446,-0.818333333,0,0.161837838,0.488888889,0.666733355,-0.328628159,0,-0.657598078,0.254161901,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,486,488
